ability_slot,ability_name,ability_text,character_id
ultimate,Ability 3,"Bob and Weave  Attack primary target for 600% Piercing + gain +60% Crit Chance for this attack.

If Black Bolt is an ally or if this character has 3 or more ABSOLUTE A-FORCE allies, this attack gains +60% Crit Damage for this attack.

Characters killed by this attack cannot be revived.

This attack ignores Defense Up and cannot be blocked or dodged. Level Required: 68  t4 confidence 32.8%",Medusa
passive,Ability 4,"Conditioned for Battle  Attack primary and adjacent targets for 400% Piercing + gain +60% Crit Chance for this attack + 20% additional damage per positive and negative effect on the primary target.

If Black Bolt is an ally or if this character has 3 or more ABSOLUTE A-FORCE allies, this attack gains +60% Crit Damage.

Characters killed by this attack cannot be revived.

This attack ignores Defense Up and cannot be blocked or dodged. Level Required: 70  t4 confidence 36.9%",Medusa
basic,Ability 1,"The wheelin', dealin' ruler of Hell, Mephisto exploits human weakness to bring out the evil in them, tempting them into infernal contracts that make their wildest dreams come true. But the devil always takes his due, and any who come across him are left scarred, unable to Heal from his influence.",Mephisto
special,Ability 2,"Malevolent Strikes  Attack primary target for 300% damage + apply 2 Bleed for 2 turns and Defense Down for 1 turn. This damage reduces the Max Health of the target by the same amount.

Rebound Chain to 2 adjacent enemies for 250% damage + apply 2 Bleed for 2 turns and Defense Down for 1 turn. This damage reduces the Max Health of any targets by the same amount.

If any attack is a Crit, gain 3 Regeneration for 2 turns.

Gain +1 Immunity, up to a maximum of 3.

If this character has Ability Block, this attack always Crits.

This attack is Unavoidable and cannot be Blocked or counterattacked. Level Required: 65  t4 confidence 96.6%",Mephisto
ultimate,Ability 3,"Hellfire Blast  Attack primary target for 500% damage + clear 3 positive effects + apply Trauma for 1 turn and Disrupted for 2 turns. This damage reduces the Max Health of the target by the same amount.

For this character and all Ghost Rider, Ghost Rider (Robbie), and Cosmic Ghost Rider allies:
 > Flip all negative effects to positive effects.
 > Heal for 20% of this character's Max Health.
 > Fill Speed Bar by 20%.

If this character has any HERO allies, apply Taunt for 2 turns to all HERO allies. If this character does not have any HERO allies, apply Taunt for 2 turns to the VILLAIN ally with the highest Health.

Apply Defense Up for 2 turns to self and all allies.

Mind Control the enemy with the highest Damage to attack the primary target. The controlled character gains +50% Damage for this attack.

Apply Offense Down for 2 turns to all enemies. Level Required: 68  t4 confidence 96.6%",Mephisto
passive,Ability 4,"Revenge of the Damned  For all MYTHIC enemies:
 > Apply Vulnerable.
 > Flip Immunity.
 > Apply Ability Block for 2 turns.

Attack all enemies for 750% damage + apply Trauma for 2 turns. This damage reduces the Max Health of the target by the same amount.

Clear all Battlefield Effects on allied side and apply the Battlefield Effect, Mark of Mephisto, to allied side.

Mark of Mephisto:
 > On any Turn, Barrier all allies for 5% of that character's Max Health.
 > Allies gain +50% Drain and Armor.
 > Allies cannot gain Trauma.
 > Allies cannot have their Speed Bar reduced.
 > This Battlefield Effect lasts until cleared or until the end of the match.

This attack is Unavoidable and cannot be Blocked. Level Required: 70  t4 confidence 96.8%",Mephisto
basic,Ability 1,A field combat leader who makes allies faster and stronger.,MercSupport_Buffs
special,Ability 2,Cover Fire  Attack primary target for 290% damage. Grant 1 ability energy to a random ally. Grant 1 ability energy to all MERCENARY VILLAIN  allies. Level Required: 65  t4 confidence 15.2%,MercSupport_Buffs
ultimate,Ability 3,Call the Shots  Apply Offense Up to all allies and self. Apply Speed Up to all allies and self. Level Required: 68  t4 confidence 18.6%,MercSupport_Buffs
passive,Ability 4,"Squad Coherency  On Turn, 40% chance to heal most injured ally for 25% of this character's Max Health. If ally is MERCENARY, heal again for 10% of this character's Max Health.
When a non-summoned MERCENARY ally drops below 50% Health, fill this character's Speed Bar by 40%.

On WAR DEFENSE, when an enemy attacks this character or an adjacent ally, heal most injured MERCENARY ally for 1,500 Health + 10% of this character's Max Health. Level Required: 64  t4 confidence 29.8%",MercSupport_Buffs
basic,Ability 1,A tough fighter who draws fire and reduces incoming damage.,MercTank_Debuff
special,Ability 2,Combat Pistol  Attack primary target for 340% damage. Level Required: 65  t4 confidence 6.6%,MercTank_Debuff
ultimate,Ability 3,Rampart  Gain Taunt for 1 Turn. Gain Defense Up on self for 3 Turns. Apply Defense Up to 4 most injured allies for 1 Turn. Level Required: 68  t4 confidence 6.2%,MercTank_Debuff
passive,Ability 4,"Riot Suppression  Gain +25% Block Chance. Gain +25% Block amount

On WAR DEFENSE:
>  On Enemy Turn, apply +1 Deflect, up to a maximum of 4, to self and adjacent allies.
>  Gain +10% Block Chance per MERCENARY ally. Level Required: 64  t4 confidence 15.6%",MercTank_Debuff
basic,Ability 1,An expert marksman who can deliver high damage with a single shot.,MercDmg_Single
special,Ability 2,Sniper Shot  Attack primary target for 290% damage and 25% Piercing. Level Required: 65  t4 confidence 9.3%,MercDmg_Single
ultimate,Ability 3,Steady Aim  Attack primary target for 450% damage and 50% Piercing. Level Required: 68  t4 confidence 5.0%,MercDmg_Single
passive,Ability 4,High Velocity  Gain +15% Damage. Gain +10% Piercing. Level Required: 64  t4 confidence 8.1%,MercDmg_Single
basic,Ability 1,A versatile soldier who can inflict area damage with grenades.,MercDmg_General
special,Ability 2,Assault Rifle  Attack primary target for 340% damage. Level Required: 65  t4 confidence 8.0%,MercDmg_General
ultimate,Ability 3,"Frag Grenade  Transfer 1 positive effect, excluding Taunt, from primary target to self and all SKILL MILITARY allies.

Attack primary and adjacent targets for 240% damage + apply Bleed.

In WAR, clear 2 positive effects on primary and adjacent targets

This attack cannot be blocked or counterattacked.. Level Required: 68  t4 confidence 7.8%",MercDmg_General
passive,Ability 4,"Tactical Loadout  Gain 40% Damage and 15% Health.

In WAR:
> Gain an additional +40% Damage and +50% Max Health.
 > SKILL MILITARY allies gain +50% Max Health.
 > MILITARY allies gain +40% Damage. Level Required: 64  t4 confidence 20.4%",MercDmg_General
basic,Ability 1,"Deemed worthy by Mjolnir, Jane Foster, also known as the Mighty Thor, attacks her foes with blinding lightning and charges up her ally Hero Asgardians.",JaneThor
special,Ability 2,"Assist/Counter Info Attack primary target for 210% Piercing damage + clear 2 positive effects.In WAR, this attack ignores Defense Up.",JaneThor
ultimate,Ability 3,"Hammer Slammer  Attack primary target for 300% Piercing + clear 2 positive effects.

In WAR, this attack ignores Defense Up. Level Required: 65  t4 confidence 29.2%",JaneThor
passive,Ability 4,"Shards of Mjolnir  Attack primary target for 350% Piercing. Attack all adjacent targets for 300% Piercing.

If the primary target has Stun, reduce the target's Speed Bar by 25%.
If the primary target does not have Stun, apply Disrupted for 2 turns.

In WAR, this attack ignores Defense Up. Level Required: 68  t4 confidence 23.0%",JaneThor
basic,Ability 1,A brilliant Kree geneticist that uses her mastery of biology to weaken foes and replenish her allies.,Minerva
special,Ability 2,"Bio-Weapon  Attack primary target for 200% damage + apply Bleed.

 Apply Regeneration to the most injured non-summoned ally. Level Required: 65  t4 confidence 36.3%",Minerva
ultimate,Ability 3,"Genetic Reconstruction  Heal most injured ally for 5,000 Health + 15% of this character's Max Health.

Generate Ability Energy to a random KREE ally.

Revive dead ally with 40% Max Health + apply 2 Deathproof.

 Level Required: 68  t4 confidence 32.1%",Minerva
passive,Ability 4,"Mass Phlebotomy  Steal 15% Health from all enemies and redistribute to all allies. All allies receive an additional 5,000 Health. This bypasses Heal Block.

Always apply Regeneration for 2 turns to all allies.
Always apply Bleed for 2 turns to all enemies.
Apply Deflect to all KREE allies.

This attack ignores Deathproof and passives that trigger when a character drops below a certain Health. Level Required: 70  t4 confidence 34.5%",Minerva
basic,Ability 1,Mister Fantastic is a Controller who uses his hyper-genius to remove positive effects from foes.,MrFantastic
special,Ability 2,"Tensile Strength  Attack primary target for 300% damage.
Rebound Chain to 3 adjacent targets for 300% damage.

Counterattack breaks this Chain.

In CRUCIBLE, if this character has 2 or more ILLUMINATI allies, this attack cannot be counterattacked. Level Required: 65  t4 confidence 39.5%",MrFantastic
ultimate,Ability 3,Entangle  Attack primary target for 400% damage + apply Stun. Level Required: 68  t4 confidence 37.4%,MrFantastic
passive,Ability 4,"Orbital Assault  Clear Defense Up on primary target and most injured enemy. Attack both targets for 450% damage.

If this character has any ILLUMINATI allies, instead, clear Defense Up on all enemies then attack all enemies for 450% damage.

If this character has 2 or more ILLUMINATI allies, this attack does 450% Piercing, instead.

This attack gains +100,000 Extra Focus and cannot be Blocked.
In CRUCIBLE, this attack is Unavoidable. Level Required: 70  t4 confidence 36.6%",MrFantastic
basic,Ability 1,"A stalwart and resilient guardian, Mr. Fantastic shields his allies with barriers, purges harmful effects, and delivers punishing blows while ensuring his team stays protected.",MrFantasticMCU
special,Ability 2,Elastic Attack  Attack primary target for 320% damage + apply Offense Down. Level Required: 65  t4 confidence 55.5%,MrFantasticMCU
ultimate,Ability 3,"Calculated Breakthrough  Apply Stun to the primary target.

Attack primary and adjacent targets for 300% damage + 10% of each target's Max Health.

Gain Taunt for 2 turns.

If this character has 2 or more FANTASTIC FOUR allies, reduce the duration of all negative effects on this character and each ally by 2. (Any negative effect that has a duration of 0 expires instantly, including Trauma)

Apply 2 Deathproof and Safeguard for 2 turns to self and all allies.

This attack cannot be dodged and if this character has 2 or more FANTASTIC FOUR (MCU) allies, this attack is Unavoidable. Level Required: 68  t4 confidence 61.8%",MrFantasticMCU
passive,Ability 4,"Reinventing the Wheel  Clear Barrier from all enemies.
Attack all enemies for 320% damage + 5% of each target's Max Health.

Barrier self and all allies for 20% of this character's Max Health.

Gain Taunt for 2 turns + Safeguard for 2 turns.
Gain Charged. Level Required: 70  t4 confidence 59.1%",MrFantasticMCU
basic,Ability 1,"An underworld boss whose Darkforce abilities can flip enemies' positive effects, creating openings for his gang of Inner Demons' debilitating attacks.",MrNegative
special,Ability 2,Assist/Counter Info Flip 2 positive effects to negative effects on primary target.Attack primary target for 225% damage + 17% Piercing. Gain +20% Damage per Summoned ally.,MrNegative
ultimate,Ability 3,"Negative Strike  Flip 2 positive effects to negative effects on primary target.
Attack primary target for 300% damage. Gain +20% Damage per Summoned ally. Level Required: 65  t4 confidence 24.4%",MrNegative
passive,Ability 4,"Demonic Assistance  Attack primary target for 270% damage + apply Defense Down and Ability Block.
On WAR OFFENSE, apply Trauma to the primary target.

Mind Control the primary target to attack the lowest speed, non-summoned enemy 2 times. The controlled character gains +25% Damage for each attack.
Spread all negative effects from the primary target to the lowest speed, non-summoned enemy.
This will not spread Stun. Level Required: 68  t4 confidence 26.9%",MrNegative
basic,Ability 1,"Mister Sinister is a master of genetics, capable of cloning enemies for his nefarious needs.",MrSinister
